transacao_id;produto_id;usuario_id;data_hora_transacao;quantidade;valor_unitario_pre_venda;valor_unitario_pos_venda;valor_total_pos_venda;valor_total_pre_venda;discount_value
13207024;39199;67125;2018/06/20 16:46;1;19,36;19,36;19,36;19,36;0,00
13207024;70462;67125;2018/06/20 16:46;1;33,59;29,86;29,86;33,59;3,73
13207024;70580;67125;2018/06/20 16:46;1;41,99;41,99;41,99;41,99;0,00
13207024;70914;67125;2018/06/20 16:46;2;23,88;23,88;47,77;47,77;0,00
13207024;70946;67125;2018/06/20 16:46;2;22,91;22,91;45,82;45,82;0,00
13207024;70947;67125;2018/06/20 16:46;1;22,25;22,25;22,25;22,25;0,00
13207024;70989;67125;2018/06/20 16:46;1;22,74;22,74;22,74;22,74;0,00
13207024;71231;67125;2018/06/20 16:46;1;22,55;22,55;22,55;22,55;0,00
13207024;71233;67125;2018/06/20 16:46;1;22,04;22,04;22,04;22,04;0,00
13207024;72656;67125;2018/06/20 16:46;1;34,35;34,35;34,35;34,35;0,00
13207024;74216;67125;2018/06/20 16:46;1;20,99;20,99;20,99;20,99;0,00
13207024;91177;67125;2018/06/20 16:46;1;21,71;21,71;21,71;21,71;0,00
13207024;91178;67125;2018/06/20 16:46;1;22,05;22,05;22,05;22,05;0,00
13208300;15436;67302;2018/06/20 17:47;1;11,68;11,68;11,68;11,68;0,00
13208300;16099;67302;2018/06/20 17:47;1;11,55;11,55;11,55;11,55;0,00
13208300;21153;67302;2018/06/20 17:47;1;40,00;40,00;40,00;40,00;0,00
13208300;21153;67302;2018/06/20 17:47;1;50,76;40,00;40,00;50,76;10,77
13208300;24959;67302;2018/06/20 17:47;1;20,96;20,96;20,96;20,96;0,00
13208300;24959;67302;2018/06/20 17:47;1;32,09;20,96;20,96;32,09;11,13
13208300;24973;67302;2018/06/20 17:47;1;20,96;20,96;20,96;20,96;0,00
13208300;24973;67302;2018/06/20 17:47;1;32,09;20,96;20,96;32,09;11,13
13208300;29212;67302;2018/06/20 17:47;1;13,38;13,38;13,38;13,38;0,00
13208300;29755;67302;2018/06/20 17:47;1;21,02;21,02;21,02;21,02;0,00
13208300;70658;67302;2018/06/20 17:47;1;9,99;9,99;9,99;9,99;0,00
13208300;70989;67302;2018/06/20 17:47;1;22,74;22,74;22,74;22,74;0,00
13208479;23855;68129;2018/06/20 17:56;1;19,59;19,59;19,59;19,59;0,00
13208479;29756;68129;2018/06/20 17:56;1;22,15;22,15;22,15;22,15;0,00
13208479;29757;68129;2018/06/20 17:56;1;22,41;22,41;22,41;22,41;0,00
13208479;41051;68129;2018/06/20 17:56;1;41,99;41,99;41,99;41,99;0,00
13208479;41685;68129;2018/06/20 17:56;1;20,99;20,99;20,99;20,99;0,00
13214493;15478;71207;2018/06/21 09:08;1;25,89;25,89;25,89;25,89;0,00
13214493;24959;71207;2018/06/21 09:08;1;20,96;20,96;20,96;20,96;0,00
13214493;24959;71207;2018/06/21 09:08;1;32,09;20,96;20,96;32,09;11,13
13214493;24973;71207;2018/06/21 09:08;1;20,96;20,96;20,96;20,96;0,00
13214493;24973;71207;2018/06/21 09:08;1;32,09;20,96;20,96;32,09;11,13
13214493;71965;71207;2018/06/21 09:08;1;25,19;23,75;23,75;25,19;1,44
13214493;73479;71207;2018/06/21 09:08;2;51,73;50,52;101,03;103,46;2,43
13214493;73480;71207;2018/06/21 09:08;1;8,39;8,39;8,39;8,39;0,00
13214493;73481;71207;2018/06/21 09:08;1;34,99;34,99;34,99;34,99;0,00
13214493;91430;71207;2018/06/21 09:08;1;15,39;15,33;15,33;15,39;0,06
13214660;16490;74480;2018/06/21 09:24;2;11,42;11,42;22,85;22,85;0,00
13214660;19084;74480;2018/06/21 09:24;1;17,50;17,50;17,50;17,50;0,00
13214660;21153;74480;2018/06/21 09:24;1;40,00;40,00;40,00;40,00;0,00
13214660;21153;74480;2018/06/21 09:24;1;50,76;40,00;40,00;50,76;10,77
13214660;22494;74480;2018/06/21 09:24;2;14,54;14,54;29,07;29,07;0,00
13214660;24955;74480;2018/06/21 09:24;1;20,00;20,00;20,00;20,00;0,00
13214660;24955;74480;2018/06/21 09:24;1;25,00;20,00;20,00;25,00;5,01
13214660;29687;74480;2018/06/21 09:24;1;42,66;42,66;42,66;42,66;0,00
13214660;72383;74480;2018/06/21 09:24;1;16,09;16,09;16,09;16,09;0,00
13214660;74216;74480;2018/06/21 09:24;2;20,99;20,99;41,97;41,97;0,00
13214660;74218;74480;2018/06/21 09:24;2;8,93;8,93;17,87;17,87;0,00
13214660;91016;74480;2018/06/21 09:24;1;15,39;15,28;15,28;15,39;0,11
13214784;15432;76572;2018/06/21 09:34;1;11,85;11,85;11,85;11,85;0,00
13214784;15436;76572;2018/06/21 09:34;1;11,68;11,68;11,68;11,68;0,00
13214784;22623;76572;2018/06/21 09:34;4;13,72;13,72;54,86;54,86;0,00
13214784;24696;76572;2018/06/21 09:34;4;9,35;9,35;37,40;37,40;0,00
13214784;25910;76572;2018/06/21 09:34;1;11,75;11,75;11,75;11,75;0,00
13214784;26515;76572;2018/06/21 09:34;1;23,79;18,73;18,73;23,79;5,06
13214784;26884;76572;2018/06/21 09:34;1;17,52;17,52;17,52;17,52;0,00
13214784;26885;76572;2018/06/21 09:34;1;18,91;18,91;18,91;18,91;0,00
13214784;70767;76572;2018/06/21 09:34;1;16,09;16,09;16,09;16,09;0,00
13214784;70914;76572;2018/06/21 09:34;2;23,88;23,88;47,77;47,77;0,00
13214784;72649;76572;2018/06/21 09:34;2;29,63;29,63;59,27;59,27;0,00
13214784;74218;76572;2018/06/21 09:34;1;10,49;8,93;8,93;10,49;1,56
13214901;15434;76908;2018/06/21 09:44;1;11,72;11,72;11,72;11,72;0,00
13214901;17668;76908;2018/06/21 09:44;1;15,39;15,38;15,38;15,39;0,01
13214901;22415;76908;2018/06/21 09:44;1;18,09;18,09;18,09;18,09;0,00
13214901;22623;76908;2018/06/21 09:44;2;13,72;13,72;27,43;27,43;0,00
13214901;24016;76908;2018/06/21 09:44;1;30,79;30,79;30,79;30,79;0,00
13214901;24821;76908;2018/06/21 09:44;1;15,63;15,63;15,63;15,63;0,00
13214901;25766;76908;2018/06/21 09:44;2;20,40;20,40;40,79;40,79;0,00
13214901;25912;76908;2018/06/21 09:44;1;11,33;11,33;11,33;11,33;0,00
13214901;29755;76908;2018/06/21 09:44;4;21,02;21,02;84,09;84,09;0,00
13214901;71441;76908;2018/06/21 09:44;1;15,39;13,32;13,32;15,39;2,07
13214901;72318;76908;2018/06/21 09:44;2;17,71;17,71;35,43;35,43;0,00
13214901;72530;76908;2018/06/21 09:44;2;11,63;11,63;23,26;23,26;0,00
13214901;74216;76908;2018/06/21 09:44;1;20,99;20,99;20,99;20,99;0,00
13214901;74218;76908;2018/06/21 09:44;1;8,93;8,93;8,93;8,93;0,00
13217270;22504;84689;2018/06/21 11:46;1;55,93;48,84;48,84;55,93;7,09
13217270;24973;84689;2018/06/21 11:46;1;20,96;20,96;20,96;20,96;0,00
13217270;24973;84689;2018/06/21 11:46;1;32,09;20,96;20,96;32,09;11,13
13217270;29691;84689;2018/06/21 11:46;1;38,22;38,22;38,22;38,22;0,00
13217270;29693;84689;2018/06/21 11:46;1;39,74;39,74;39,74;39,74;0,00
13217270;29755;84689;2018/06/21 11:46;2;21,02;21,02;42,04;42,04;0,00
13217270;29757;84689;2018/06/21 11:46;1;22,41;22,41;22,41;22,41;0,00
13217270;70716;84689;2018/06/21 11:46;2;93,97;93,97;187,93;187,93;0,00
13217270;71388;84689;2018/06/21 11:46;1;39,81;39,81;39,81;39,81;0,00
13217270;72100;84689;2018/06/21 11:46;1;48,99;48,99;48,99;48,99;0,00
13217270;72362;84689;2018/06/21 11:46;1;28,32;28,32;28,32;28,32;0,00
13217270;72425;84689;2018/06/21 11:46;2;16,08;16,08;32,15;32,15;0,00
13217270;72426;84689;2018/06/21 11:46;2;16,22;16,22;32,44;32,44;0,00
13217270;74216;84689;2018/06/21 11:46;1;20,99;20,99;20,99;20,99;0,00
13217270;74218;84689;2018/06/21 11:46;1;8,93;8,93;8,93;8,93;0,00
13233681;26787;85498;2018/06/22 11:59;2;39,51;39,51;79,02;79,02;0,00
13233681;42143;85498;2018/06/22 11:59;1;34,29;34,29;34,29;34,29;0,00
13233681;72304;85498;2018/06/22 11:59;1;26,18;26,18;26,18;26,18;0,00
13246462;15285;86436;2018/06/23 09:57;1;69,93;69,93;69,93;69,93;0,00
13246462;15631;86436;2018/06/23 09:57;1;1,64;1,64;1,64;1,64;0,00
13246462;15633;86436;2018/06/23 09:57;1;1,99;1,99;1,99;1,99;0,00
13246462;17552;86436;2018/06/23 09:57;1;1,99;1,59;1,59;1,99;0,40
13246462;20823;86436;2018/06/23 09:57;1;1,99;1,57;1,57;1,99;0,42
13246462;24198;86436;2018/06/23 09:57;1;1,99;1,99;1,99;1,99;0,00
13246462;26763;86436;2018/06/23 09:57;1;1,99;1,45;1,45;1,99;0,54
13246462;28847;86436;2018/06/23 09:57;1;0,99;0,99;0,99;0,99;0,00
13246918;15436;86782;2018/06/23 10:25;1;11,68;11,68;11,68;11,68;0,00
13246918;15448;86782;2018/06/23 10:25;1;12,03;12,03;12,03;12,03;0,00
13246918;16454;86782;2018/06/23 10:25;2;0,00;0,00;0,00;0,00;0,00
13246918;17665;86782;2018/06/23 10:25;1;15,39;15,39;15,39;15,39;0,00
