produto_id;nome;genero;marca;ativo;categoria;sub_categoria
73880;PERFUMARIA_73880;F;Brand 1;1;Categoria 13;Subcategoria 55
71327;PERFUMARIA_71327;F;Brand 1;1;Categoria 13;Subcategoria 55
22494;DESODORANTES_22494;F;Brand 3;1;Categoria 9;Subcategoria 39
73386;DESODORANTES_73386;F;Brand 3;1;Categoria 9;Subcategoria 39
72530;DESODORANTES_72530;F;Brand 3;1;Categoria 9;Subcategoria 41
72500;DESODORANTES_72500;F;Brand 3;1;Categoria 9;Subcategoria 41
22594;DESODORANTES_22594;F;Brand 3;1;Categoria 9;Subcategoria 40
73387;DESODORANTES_73387;F;Brand 3;1;Categoria 9;Subcategoria 40
73479;PERFUMARIA_73479;F;Brand 1;1;Categoria 13;Subcategoria 55
73882;PERFUMARIA_73882;F;Brand 1;1;Categoria 13;Subcategoria 55
73157;PERFUMARIA_73157;F;Brand 1;1;Categoria 13;Subcategoria 55
72575;PERFUMARIA_72575;F;Brand 1;1;Categoria 13;Subcategoria 55
70716;PERFUMARIA_70716;F;Brand 1;1;Categoria 13;Subcategoria 55
70735;PERFUMARIA_70735;F;Brand 1;1;Categoria 13;Subcategoria 55
73688;PERFUMARIA_73688;F;Brand 1;1;Categoria 13;Subcategoria 55
72482;PERFUMARIA_72482;F;Brand 1;1;Categoria 13;Subcategoria 55
74108;CUIDADOS COM A BARBA_74108;F;Brand 2;1;Categoria 6;Subcategoria 27
72319;PERFUMARIA_72319;F;Brand 1;1;Categoria 13;Subcategoria 56
29563;PERFUMARIA_29563;F;Brand 1;1;Categoria 13;Subcategoria 56
29765;PERFUMARIA_29765;F;Brand 1;1;Categoria 13;Subcategoria 56
29562;PERFUMARIA_29562;F;Brand 1;1;Categoria 13;Subcategoria 56
74109;PERFUMARIA_74109;F;Brand 1;1;Categoria 13;Subcategoria 56
70263;CABELOS_70263;F;Brand 2;1;Categoria 4;Subcategoria 15
73371;SABONETE_73371;F;Brand 2;1;Categoria 14;Subcategoria 59
72568;CUIDADOS COM A PELE_72568;F;Brand 3;1;Categoria 7;Subcategoria 30
71429;PERFUMARIA_71429;F;Brand 1;1;Categoria 13;Subcategoria 55
73690;PERFUMARIA_73690;F;Brand 1;1;Categoria 13;Subcategoria 55
72560;CUIDADOS COM A PELE_72560;F;Brand 3;1;Categoria 7;Subcategoria 30
73691;CUIDADOS COM A PELE_73691;F;Brand 3;1;Categoria 7;Subcategoria 30
71440;CUIDADOS COM A PELE_71440;F;Brand 3;1;Categoria 7;Subcategoria 30
72559;CUIDADOS COM A PELE_72559;F;Brand 3;1;Categoria 7;Subcategoria 30
71387;PERFUMARIA_71387;F;Brand 1;1;Categoria 13;Subcategoria 55
71388;PERFUMARIA_71388;F;Brand 1;1;Categoria 13;Subcategoria 55
91870;MAQUIAGEM_91870;F;Brand 2;1;Categoria 11;Subcategoria 45
91869;MAQUIAGEM_91869;F;Brand 2;1;Categoria 11;Subcategoria 45
91871;MAQUIAGEM_91871;F;Brand 2;1;Categoria 11;Subcategoria 45
29218;CUIDADOS COM A PELE_29218;F;Brand 3;1;Categoria 7;Subcategoria 30
70991;CUIDADOS COM A PELE_70991;F;Brand 3;1;Categoria 7;Subcategoria 30
73481;CUIDADOS COM A PELE_73481;F;Brand 3;1;Categoria 7;Subcategoria 30
73233;CUIDADOS COM A PELE_73233;F;Brand 3;1;Categoria 7;Subcategoria 30
29251;CUIDADOS COM A PELE_29251;F;Brand 3;1;Categoria 7;Subcategoria 30
29652;CUIDADOS COM A PELE_29652;F;Brand 3;1;Categoria 7;Subcategoria 30
73391;CUIDADOS COM A PELE_73391;F;Brand 3;1;Categoria 7;Subcategoria 30
73893;CUIDADOS COM A PELE_73893;F;Brand 3;1;Categoria 7;Subcategoria 30
73156;CUIDADOS COM A PELE_73156;F;Brand 3;1;Categoria 7;Subcategoria 30
72388;CUIDADOS COM A PELE_72388;F;Brand 3;1;Categoria 7;Subcategoria 30
29223;CUIDADOS COM A PELE_29223;F;Brand 3;1;Categoria 7;Subcategoria 30
29665;CUIDADOS COM A PELE_29665;F;Brand 3;1;Categoria 7;Subcategoria 30
29671;CUIDADOS COM A PELE_29671;F;Brand 3;1;Categoria 7;Subcategoria 30
24968;PERFUMARIA_24968;F;Brand 1;1;Categoria 13;Subcategoria 55
24010;CUIDADOS COM A PELE_24010;F;Brand 3;1;Categoria 7;Subcategoria 30
72387;CUIDADOS COM A PELE_72387;F;Brand 3;1;Categoria 7;Subcategoria 30
73155;SABONETE_73155;F;Brand 2;1;Categoria 14;Subcategoria 60
26132;LEOS PERFUMADOS_26132;F;Brand 3;1;Categoria 12;Subcategoria 53
26134;LEOS PERFUMADOS_26134;F;Brand 3;1;Categoria 12;Subcategoria 53
24093;SABONETE_24093;F;Brand 2;1;Categoria 14;Subcategoria 58
71322;SABONETE_71322;F;Brand 2;1;Categoria 14;Subcategoria 58
73480;SABONETE_73480;F;Brand 2;1;Categoria 14;Subcategoria 59
72793;SABONETE_72793;F;Brand 2;1;Categoria 14;Subcategoria 58
73392;SABONETE_73392;F;Brand 2;1;Categoria 14;Subcategoria 58
73889;SABONETE_73889;F;Brand 2;1;Categoria 14;Subcategoria 58
73370;SABONETE_73370;F;Brand 2;1;Categoria 14;Subcategoria 58
91462;SABONETE_91462;F;Brand 2;1;Categoria 14;Subcategoria 58
72487;SABONETE_72487;F;Brand 2;1;Categoria 14;Subcategoria 58
26520;SABONETE_26520;F;Brand 2;1;Categoria 14;Subcategoria 58
72362;SABONETE_72362;F;Brand 2;1;Categoria 14;Subcategoria 58
72101;CUIDADOS COM A PELE_72101;F;Brand 3;1;Categoria 7;Subcategoria 30
72383;CABELOS_72383;F;Brand 2;1;Categoria 4;Subcategoria 17
72282;CABELOS_72282;F;Brand 2;1;Categoria 4;Subcategoria 14
72279;CABELOS_72279;F;Brand 2;1;Categoria 4;Subcategoria 14
73881;CUIDADOS COM A PELE_73881;F;Brand 3;1;Categoria 7;Subcategoria 30
72357;CUIDADOS COM A PELE_72357;F;Brand 3;1;Categoria 7;Subcategoria 30
71158;PERFUMARIA_71158;F;Brand 1;1;Categoria 13;Subcategoria 55
19503;CUIDADOS COM A BARBA_19503;F;Brand 2;1;Categoria 6;Subcategoria 27
72493;DESODORANTES_72493;F;Brand 3;1;Categoria 9;Subcategoria 39
72492;DESODORANTES_72492;F;Brand 3;1;Categoria 9;Subcategoria 39
71414;CUIDADOS FACIAIS_71414;F;Brand 2;1;Categoria 8;Subcategoria 37
72625;CABELOS_72625;F;Brand 2;1;Categoria 4;Subcategoria 18
70040;CUIDADOS FACIAIS_70040;F;Brand 2;1;Categoria 8;Subcategoria 36
71071;CUIDADOS COM A PELE_71071;F;Brand 3;1;Categoria 7;Subcategoria 30
19783;CUIDADOS COM A BARBA_19783;F;Brand 2;1;Categoria 6;Subcategoria 28
71082;CABELOS_71082;F;Brand 2;1;Categoria 4;Subcategoria 17
29598;SABONETE_29598;F;Brand 2;1;Categoria 14;Subcategoria 60
24652;SABONETE_24652;F;Brand 2;1;Categoria 14;Subcategoria 58
70463;CABELOS_70463;F;Brand 2;1;Categoria 4;Subcategoria 18
70551;CABELOS_70551;F;Brand 2;1;Categoria 4;Subcategoria 14
70462;CABELOS_70462;F;Brand 2;1;Categoria 4;Subcategoria 18
70461;CABELOS_70461;F;Brand 2;1;Categoria 4;Subcategoria 18
70460;CABELOS_70460;F;Brand 2;1;Categoria 4;Subcategoria 17
72386;CABELOS_72386;F;Brand 2;1;Categoria 4;Subcategoria 18
72551;CABELOS_72551;F;Brand 2;1;Categoria 4;Subcategoria 18
18160;PERFUMARIA_18160;F;Brand 1;1;Categoria 13;Subcategoria 56
70939;MAQUIAGEM_70939;F;Brand 2;1;Categoria 11;Subcategoria 45
70938;MAQUIAGEM_70938;F;Brand 2;1;Categoria 11;Subcategoria 45
70883;MAQUIAGEM_70883;F;Brand 2;1;Categoria 11;Subcategoria 47
73225;MAQUIAGEM_73225;F;Brand 2;1;Categoria 11;Subcategoria 47
91952;MAQUIAGEM_91952;F;Brand 2;1;Categoria 11;Subcategoria 47
73644;MAQUIAGEM_73644;F;Brand 2;1;Categoria 11;Subcategoria 48
70877;MAQUIAGEM_70877;F;Brand 2;1;Categoria 11;Subcategoria 47
70878;MAQUIAGEM_70878;F;Brand 2;1;Categoria 11;Subcategoria 47
73642;MAQUIAGEM_73642;F;Brand 2;1;Categoria 11;Subcategoria 47
73375;DESODORANTES_73375;F;Brand 3;1;Categoria 9;Subcategoria 42
14175;PERFUMARIA_14175;F;Brand 1;1;Categoria 13;Subcategoria 56
91072;PERFUMARIA_91072;F;Brand 1;1;Categoria 13;Subcategoria 56
18158;CUIDADOS COM A BARBA_18158;F;Brand 2;1;Categoria 6;Subcategoria 27
17840;CUIDADOS COM A BARBA_17840;F;Brand 2;1;Categoria 6;Subcategoria 28
72280;PERFUMARIA_72280;F;Brand 1;1;Categoria 13;Subcategoria 55
29332;PERFUMARIA_29332;F;Brand 1;1;Categoria 13;Subcategoria 55
73581;SABONETE_73581;F;Brand 2;1;Categoria 14;Subcategoria 58
72239;CUIDADOS FACIAIS_72239;F;Brand 2;1;Categoria 8;Subcategoria 36
27240;CUIDADOS FACIAIS_27240;F;Brand 2;1;Categoria 8;Subcategoria 36
27241;CUIDADOS FACIAIS_27241;F;Brand 2;1;Categoria 8;Subcategoria 36
27238;CUIDADOS FACIAIS_27238;F;Brand 2;1;Categoria 8;Subcategoria 37
27242;CUIDADOS FACIAIS_27242;F;Brand 2;1;Categoria 8;Subcategoria 36
17633;CUIDADOS FACIAIS_17633;F;Brand 2;1;Categoria 8;Subcategoria 37
27243;CUIDADOS FACIAIS_27243;F;Brand 2;1;Categoria 8;Subcategoria 37
26870;CUIDADOS FACIAIS_26870;F;Brand 2;1;Categoria 8;Subcategoria 37
22641;SOLAR_22641;F;Brand 3;1;Categoria 15;Subcategoria 62
22642;SOLAR_22642;F;Brand 3;1;Categoria 15;Subcategoria 62
22643;SOLAR_22643;F;Brand 3;1;Categoria 15;Subcategoria 62
72012;CUIDADOS FACIAIS_72012;F;Brand 2;1;Categoria 8;Subcategoria 36
72173;CUIDADOS FACIAIS_72173;F;Brand 2;1;Categoria 8;Subcategoria 36
72013;CUIDADOS FACIAIS_72013;F;Brand 2;1;Categoria 8;Subcategoria 36
72329;CUIDADOS FACIAIS_72329;F;Brand 2;1;Categoria 8;Subcategoria 37
71987;CUIDADOS FACIAIS_71987;F;Brand 2;1;Categoria 8;Subcategoria 36
72015;CUIDADOS FACIAIS_72015;F;Brand 2;1;Categoria 8;Subcategoria 37
73341;CUIDADOS FACIAIS_73341;F;Brand 2;1;Categoria 8;Subcategoria 36
71986;CUIDADOS FACIAIS_71986;F;Brand 2;1;Categoria 8;Subcategoria 36
72312;CUIDADOS FACIAIS_72312;F;Brand 2;1;Categoria 8;Subcategoria 37
72318;CUIDADOS FACIAIS_72318;F;Brand 2;1;Categoria 8;Subcategoria 36
73338;CUIDADOS FACIAIS_73338;F;Brand 2;1;Categoria 8;Subcategoria 37
73342;CUIDADOS FACIAIS_73342;F;Brand 2;1;Categoria 8;Subcategoria 36
73340;CUIDADOS COM A PELE_73340;F;Brand 3;1;Categoria 7;Subcategoria 30
73339;CUIDADOS COM A PELE_73339;F;Brand 3;1;Categoria 7;Subcategoria 30
29292;PERFUMARIA_29292;M;Brand 1;1;Categoria 13;Subcategoria 56
17844;CUIDADOS COM A BARBA_17844;M;Brand 2;1;Categoria 6;Subcategoria 27
22620;DESODORANTES_22620;M;Brand 3;1;Categoria 9;Subcategoria 39
29312;PERFUMARIA_29312;M;Brand 1;1;Categoria 13;Subcategoria 56
20833;SABONETE_20833;M;Brand 2;1;Categoria 14;Subcategoria 58
17723;CUIDADOS COM A BARBA_17723;M;Brand 2;1;Categoria 6;Subcategoria 28
26790;PERFUMARIA_26790;M;Brand 1;1;Categoria 13;Subcategoria 56
27534;CUIDADOS COM A PELE_27534;F;Brand 3;1;Categoria 7;Subcategoria 30
70598;CUIDADOS COM A PELE_70598;F;Brand 3;1;Categoria 7;Subcategoria 30
29129;PERFUMARIA_29129;F;Brand 1;1;Categoria 13;Subcategoria 55
26766;PERFUMARIA_26766;F;Brand 1;1;Categoria 13;Subcategoria 55
20779;CUIDADOS COM A PELE_20779;F;Brand 3;1;Categoria 7;Subcategoria 30
22745;SABONETE_22745;F;Brand 2;1;Categoria 14;Subcategoria 58
72382;SABONETE_72382;F;Brand 2;1;Categoria 14;Subcategoria 58
72932;PERFUMARIA_72932;F;Brand 1;1;Categoria 13;Subcategoria 55
73522;CUIDADOS COM A PELE_73522;F;Brand 3;1;Categoria 7;Subcategoria 30
73369;CUIDADOS COM A PELE_73369;F;Brand 3;1;Categoria 7;Subcategoria 30
27290;CUIDADOS COM A PELE_27290;F;Brand 3;1;Categoria 7;Subcategoria 30
73589;CABELOS_73589;F;Brand 2;1;Categoria 4;Subcategoria 14
25028;CABELOS_25028;F;Brand 2;1;Categoria 4;Subcategoria 17
19104;CABELOS_19104;F;Brand 2;1;Categoria 4;Subcategoria 16
29000;CABELOS_29000;F;Brand 2;1;Categoria 4;Subcategoria 16
73587;CABELOS_73587;F;Brand 2;1;Categoria 4;Subcategoria 16
72407;CABELOS_72407;F;Brand 2;1;Categoria 4;Subcategoria 16
19090;CABELOS_19090;F;Brand 2;1;Categoria 4;Subcategoria 16
18936;CABELOS_18936;F;Brand 2;1;Categoria 4;Subcategoria 16
26885;CABELOS_26885;F;Brand 2;1;Categoria 4;Subcategoria 16
70698;CABELOS_70698;F;Brand 2;1;Categoria 4;Subcategoria 16
71237;CABELOS_71237;F;Brand 2;1;Categoria 4;Subcategoria 16
26855;CABELOS_26855;F;Brand 2;1;Categoria 4;Subcategoria 18
18938;CABELOS_18938;F;Brand 2;1;Categoria 4;Subcategoria 18
70699;CABELOS_70699;F;Brand 2;1;Categoria 4;Subcategoria 18
26600;CABELOS_26600;F;Brand 2;1;Categoria 4;Subcategoria 18
70711;CABELOS_70711;F;Brand 2;1;Categoria 4;Subcategoria 18
28999;CABELOS_28999;F;Brand 2;1;Categoria 4;Subcategoria 18
72427;CABELOS_72427;F;Brand 2;1;Categoria 4;Subcategoria 18
72479;CABELOS_72479;F;Brand 2;1;Categoria 4;Subcategoria 18
19091;CABELOS_19091;F;Brand 2;1;Categoria 4;Subcategoria 18
18937;CABELOS_18937;F;Brand 2;1;Categoria 4;Subcategoria 18
72601;CABELOS_72601;F;Brand 2;1;Categoria 4;Subcategoria 18
18159;CABELOS_18159;F;Brand 2;1;Categoria 4;Subcategoria 18
70700;CABELOS_70700;F;Brand 2;1;Categoria 4;Subcategoria 18
72468;CABELOS_72468;F;Brand 2;1;Categoria 4;Subcategoria 17
18940;CABELOS_18940;F;Brand 2;1;Categoria 4;Subcategoria 18
26886;CABELOS_26886;F;Brand 2;1;Categoria 4;Subcategoria 18
28112;CABELOS_28112;F;Brand 2;1;Categoria 4;Subcategoria 18
19103;CABELOS_19103;F;Brand 2;1;Categoria 4;Subcategoria 17
73588;CABELOS_73588;F;Brand 2;1;Categoria 4;Subcategoria 17
70473;CABELOS_70473;F;Brand 2;1;Categoria 4;Subcategoria 17
72408;CABELOS_72408;F;Brand 2;1;Categoria 4;Subcategoria 17
19088;CABELOS_19088;F;Brand 2;1;Categoria 4;Subcategoria 17
19089;CABELOS_19089;F;Brand 2;1;Categoria 4;Subcategoria 17
19084;CABELOS_19084;F;Brand 2;1;Categoria 4;Subcategoria 17
18935;CABELOS_18935;F;Brand 2;1;Categoria 4;Subcategoria 17
26884;CABELOS_26884;F;Brand 2;1;Categoria 4;Subcategoria 17
72210;CABELOS_72210;F;Brand 2;1;Categoria 4;Subcategoria 17
25611;CABELOS_25611;F;Brand 2;1;Categoria 4;Subcategoria 17
72209;CABELOS_72209;F;Brand 2;1;Categoria 4;Subcategoria 18
18842;CABELOS_18842;F;Brand 2;1;Categoria 4;Subcategoria 15
72425;CABELOS_72425;F;Brand 2;1;Categoria 4;Subcategoria 18
72426;CABELOS_72426;F;Brand 2;1;Categoria 4;Subcategoria 18
72424;CABELOS_72424;F;Brand 2;1;Categoria 4;Subcategoria 18
71271;CABELOS_71271;F;Brand 2;1;Categoria 4;Subcategoria 18
23071;MAQUIAGEM_23071;F;Brand 2;1;Categoria 11;Subcategoria 45
23070;MAQUIAGEM_23070;F;Brand 2;1;Categoria 11;Subcategoria 45
23072;MAQUIAGEM_23072;F;Brand 2;1;Categoria 11;Subcategoria 45
17659;MAQUIAGEM_17659;F;Brand 2;1;Categoria 11;Subcategoria 45
19910;MAQUIAGEM_19910;F;Brand 2;1;Categoria 11;Subcategoria 45
23080;MAQUIAGEM_23080;F;Brand 2;1;Categoria 11;Subcategoria 45
21120;MAQUIAGEM_21120;F;Brand 2;1;Categoria 11;Subcategoria 45
24656;MAQUIAGEM_24656;F;Brand 2;1;Categoria 11;Subcategoria 45
15306;MAQUIAGEM_15306;F;Brand 2;1;Categoria 11;Subcategoria 45
17864;MAQUIAGEM_17864;F;Brand 2;1;Categoria 11;Subcategoria 45
91101;MAQUIAGEM_91101;F;Brand 2;1;Categoria 11;Subcategoria 47
91652;MAQUIAGEM_91652;F;Brand 2;1;Categoria 11;Subcategoria 45
91654;MAQUIAGEM_91654;F;Brand 2;1;Categoria 11;Subcategoria 45
91658;MAQUIAGEM_91658;F;Brand 2;1;Categoria 11;Subcategoria 45
91655;MAQUIAGEM_91655;F;Brand 2;1;Categoria 11;Subcategoria 45
91659;MAQUIAGEM_91659;F;Brand 2;1;Categoria 11;Subcategoria 45
91653;MAQUIAGEM_91653;F;Brand 2;1;Categoria 11;Subcategoria 45
91657;MAQUIAGEM_91657;F;Brand 2;1;Categoria 11;Subcategoria 45
91656;MAQUIAGEM_91656;F;Brand 2;1;Categoria 11;Subcategoria 45
23177;MAQUIAGEM_23177;F;Brand 2;1;Categoria 11;Subcategoria 47
20717;MAQUIAGEM_20717;F;Brand 2;1;Categoria 11;Subcategoria 47
20701;MAQUIAGEM_20701;F;Brand 2;1;Categoria 11;Subcategoria 47
22381;MAQUIAGEM_22381;F;Brand 2;1;Categoria 11;Subcategoria 47
22379;MAQUIAGEM_22379;F;Brand 2;1;Categoria 11;Subcategoria 47
22380;MAQUIAGEM_22380;F;Brand 2;1;Categoria 11;Subcategoria 47
22597;DESODORANTES_22597;F;Brand 3;1;Categoria 9;Subcategoria 40
13146;GIFTS_13146;F;Brand 1;1;Categoria 10;Subcategoria 43
13304;COMPLEMENTARES (Desativ)_13304;F;Brand 1;1;Categoria 5;Subcategoria 20
13305;COMPLEMENTARES (Desativ)_13305;F;Brand 1;1;Categoria 5;Subcategoria 20
